iter	Logloss
326	0.3694192827
327	0.3693808096
328	0.3692944301
329	0.3691898792
330	0.3690183373
331	0.3689193074
332	0.3688396226
333	0.3687341152
334	0.3685653556
335	0.3684138545
336	0.3683283444
337	0.3681926673
338	0.3681320669
339	0.3680662932
340	0.3680057363
341	0.3678462363
342	0.3677089506
343	0.3675813593
344	0.3673972105
345	0.3672966156
346	0.3672964417
347	0.3671452014
348	0.3670679511
349	0.366995787
350	0.366884976
351	0.3668849326
352	0.3667983357
353	0.3667284322
354	0.366628185
355	0.3665451528
356	0.3663875221
357	0.3662425854
358	0.3662257616
359	0.3660436125
360	0.3658981106
361	0.3658580291
362	0.3657972548
363	0.3656573173
364	0.3655405072
365	0.365465387
366	0.3654037432
367	0.365399396
368	0.3652603715
369	0.3651359536
370	0.3650388364
371	0.3649910603
372	0.36484708
373	0.364846993
374	0.3647437462
375	0.3646204587
376	0.3644714138
377	0.3643308025
378	0.3642151879
379	0.3640244747
380	0.3639222496
381	0.3637725526
382	0.363747556
383	0.3636415704
384	0.3634624862
385	0.3632899445
386	0.3631536587
387	0.3630539114
388	0.3628888252
389	0.3628227473
390	0.3627520613
391	0.3626548571
392	0.3625787588
393	0.3624459943
394	0.3623645924
395	0.3622578461
396	0.3621670758
397	0.3621154307
398	0.3620734582
399	0.3620132924
400	0.3618943739
401	0.3617447638
402	0.3616255627
403	0.3616142599
404	0.3614815389
405	0.3614027453
406	0.3613615335
407	0.3612654379
408	0.3611845359
409	0.3610938309
410	0.3609872584
411	0.3609098777
412	0.3607960236
413	0.3606990586
414	0.3606325459
415	0.3605320379
416	0.3603281526
417	0.3601894324
418	0.360097771
419	0.3600113698
420	0.359943879
421	0.3597876177
422	0.359647615
423	0.3595906662
424	0.3595246752
425	0.3593775431
426	0.3593309625
427	0.3592232381
428	0.3590829746
429	0.3589659688
430	0.3588229883
431	0.3586639882
432	0.358562676
433	0.3584494305
434	0.3583644421
435	0.3582481971
436	0.3580944789
437	0.3579405651
438	0.3577357235
439	0.3575735065
440	0.3574916916
441	0.3573451898
442	0.3572453339
443	0.3571229375
444	0.3570142784
445	0.3569183784
446	0.3567951996
447	0.3566911485
448	0.3565703389
449	0.3564661357
450	0.3563735179
451	0.3562662065
452	0.3561577865
453	0.3560770366
454	0.3559929611
455	0.355888997
456	0.3557820986
457	0.3556739829
458	0.3555132222
459	0.3554127142
460	0.3552721464
461	0.3551549667
462	0.3550902799
463	0.3550032917
464	0.3547950592
465	0.3547152875
466	0.3545694813
467	0.3544947524
468	0.3543369695
469	0.3542452212
470	0.3541486256
471	0.354036467
472	0.3539351548
473	0.353791457
474	0.3536495415
475	0.3535425344
476	0.3534537204
477	0.3533239555
478	0.3532123403
479	0.3531411978
480	0.3530487104
481	0.3529551362
482	0.3528681915
483	0.3527746608
484	0.3526872814
485	0.3525428881
486	0.3523966689
487	0.3522792284
488	0.3521838935
489	0.352063823
490	0.352002527
491	0.3518688495
492	0.3517976201
493	0.351658313
494	0.3515399813
495	0.3514416904
496	0.3513145555
497	0.3512190903
498	0.3511204733
499	0.3510237908
500	0.3509204136
501	0.350790953
502	0.3507301352
503	0.350609543
504	0.3504639541
505	0.3503221909
506	0.3502078804
507	0.3501313038
508	0.3500142763
509	0.3499219411
510	0.3498028921
511	0.3496790612
512	0.3496110269
513	0.349538602
514	0.349416423
515	0.3493000041
516	0.3491738909
517	0.3490221942
518	0.3489091879
519	0.3487769668
520	0.3486881528
521	0.3485655173
522	0.348509438
523	0.3483820858
524	0.3482629064
525	0.3482140435
526	0.3481083623
527	0.3480141795
528	0.3479298649
529	0.3478259008
530	0.3477247189
531	0.3475812168
532	0.3474646892
533	0.3473747666
534	0.3472816054
535	0.3471910091
536	0.347100065
537	0.346980516
538	0.3467868903
539	0.3466413884
540	0.3465404021
541	0.3464466975
542	0.3462580059
543	0.3461386091
544	0.3460615979
545	0.3459179218
546	0.3457745066
547	0.3456529579
548	0.3455248884
549	0.3454274669
550	0.3453759522
551	0.3452584682
552	0.3451757404
553	0.3450810794
554	0.3449325996
555	0.3447927274
556	0.3446584848
557	0.3445574986
558	0.3445026148
559	0.344398955
560	0.3442915783
561	0.3442511708
562	0.3441541188
563	0.3440790421
564	0.3439877502
565	0.3438667667
566	0.3437286551
567	0.3435976729
568	0.3434088291
569	0.343278673
570	0.3431539074
571	0.342973845
572	0.3428864656
573	0.3427600915
574	0.3426380864
575	0.3425804421
576	0.3424636537
577	0.3423391272
578	0.3422179915
579	0.3421521744
580	0.3420760326
581	0.3419910442
582	0.341872256
583	0.341705757
584	0.3415991846
585	0.3414494224
586	0.3413258957
587	0.3412214969
588	0.3411217497
589	0.3410007662
590	0.3408853906
591	0.340758321
592	0.3406519224
593	0.3405489799
594	0.3403954791
595	0.3402994922
596	0.340154925
597	0.3400690888
598	0.3400084449
599	0.3398729199
600	0.3397747377
601	0.339631279
602	0.3395597235
603	0.3394769522
604	0.3394191122
605	0.3393211039
606	0.3392270297
607	0.3390498582
608	0.3389333959
609	0.3388241499
610	0.338740683
611	0.3386504344
612	0.338585139
613	0.338497151
614	0.3383919914
615	0.3382880056
616	0.3382186455
617	0.3381198111
618	0.3380438432
619	0.3379542902
620	0.3378641938
621	0.3377800531
622	0.3376793495
623	0.3375786893
624	0.337460162
625	0.3373675224
626	0.337273557
627	0.337162333
628	0.3370760404
629	0.336945493
630	0.3368299001
631	0.3367170894
632	0.3365486123
633	0.336420695
634	0.336293321
635	0.3362072241
636	0.3360893923
637	0.3360131853
638	0.3359371087
639	0.3358437302
640	0.3357490909
641	0.3356359324
642	0.3355223827
643	0.3354141366
644	0.3354062898
645	0.3353084553
646	0.335209947
647	0.3350448174
648	0.3349913029
649	0.3349152481
650	0.3348256516
651	0.3346932783
652	0.3345911836
653	0.3345194977
654	0.3343958841
655	0.3342917461
656	0.3341812177
657	0.3340762755
658	0.3339743112
659	0.3338369603
660	0.3337079779
661	0.3335761046
662	0.3334602725
663	0.3333568084
664	0.3332842748
665	0.3331321651
666	0.3330494807
667	0.3329395609
668	0.3328674621
669	0.3328107741
670	0.3327054189
671	0.3325747411
672	0.3324621478
673	0.3323587271
674	0.3322812159
675	0.3321686878
676	0.3320978279
677	0.3320445091
678	0.3319387843
679	0.3318381894
680	0.3317913914
681	0.3317347469
682	0.3316233926
683	0.3314806729
684	0.3313996622
685	0.3313223684
686	0.3312474656
687	0.3311464359
688	0.3310555569
689	0.3310019121
690	0.3308777116
691	0.330755337
692	0.3306241375
693	0.3305161957
694	0.3304393366
695	0.3303934516
696	0.3303000078
697	0.3301996302
698	0.3301118161
699	0.3300217196
700	0.3299227114
701	0.3298238118
702	0.3296666376
703	0.3295924086
704	0.3294964652
705	0.3294262791
706	0.3293406386
707	0.329230871
708	0.3291630759
709	0.3290667412
710	0.328939302
711	0.3288723981
712	0.3287939957
713	0.3287302218
714	0.3286288661
715	0.3284824295
716	0.3284621497
717	0.328347774
718	0.3282325506
719	0.3281292168
720	0.3280859401
721	0.3280191014
722	0.3279328958
723	0.3278566888
724	0.3277344446
725	0.3276843644
726	0.3275930073
727	0.3274949772
728	0.3273687118
729	0.3273038511
730	0.3272122766
731	0.3271608271
732	0.3270765777
733	0.3269595719
734	0.3269317497
735	0.32687191
736	0.3268073318
737	0.3267120187
738	0.3266265521
739	0.3265029168
740	0.3264030609
741	0.3262912066
742	0.3261235772
743	0.3260374585
744	0.3259628383
745	0.3258546574
746	0.3257668867
747	0.325676073
748	0.325544917
749	0.3254944022
750	0.3253750271
751	0.3252761928
752	0.3251668816
753	0.3250532014
754	0.3249565624
755	0.3248551198
756	0.3247635018
757	0.3246253902
758	0.3245397497
759	0.3244193748
760	0.324287545
761	0.3241801466
762	0.3240808992
763	0.3240742045
764	0.3239730661
765	0.3238370629
766	0.3237768103
767	0.3237205136
768	0.3235536233
769	0.3234768512
770	0.3233294147
771	0.3231929551
772	0.3231031195
773	0.3230349984
774	0.322954705
775	0.3228928873
776	0.3228592397
777	0.3227773378
778	0.3226961533
779	0.3225944932
780	0.322496963
781	0.3223893038
782	0.322284166
783	0.3222077851
784	0.3221566399
785	0.3219964878
786	0.3218835467
787	0.3217934068
788	0.3216943116
789	0.3215862611
790	0.3214832969
791	0.3213844191
792	0.3212882148
793	0.3212254625
794	0.321136279
795	0.321003145
796	0.3209153526
797	0.3208122579
798	0.3206843406
799	0.32060909
800	0.3205000614
801	0.3204130515
802	0.3203392355
803	0.320318021
804	0.3202305981
805	0.3201110275
806	0.3199974995
807	0.3198959046
808	0.3198327828
809	0.3197500984
810	0.3197214719
811	0.3196387658
812	0.3195380839
813	0.3194565298
814	0.3194391626
815	0.3192940302
816	0.3191650695
817	0.3190574972
818	0.3189695527
819	0.3188990623
820	0.3187788613
821	0.3186804399
822	0.3186350765
823	0.3185578262
824	0.3184843362
825	0.3183885449
826	0.3183070778
827	0.3182234153
828	0.3181467736
829	0.3180888901
830	0.3180302677
831	0.3179521044
832	0.3178873089
833	0.317833838
834	0.3177640649
835	0.3176674911
836	0.3176037606
837	0.3175918275
838	0.3174924932
839	0.3173950282
840	0.3172493959
841	0.3171483879
842	0.3170799842
843	0.3169669996
844	0.3168609271
845	0.3167172076
846	0.3166669753
847	0.3166033101
848	0.316512279
849	0.3164267037
850	0.3162888312
851	0.3161414165
852	0.3160484727
853	0.315961202
854	0.3158976672
855	0.3158726271
856	0.3157911817
857	0.3157374934
858	0.3156880436
859	0.3156209223
860	0.3155372598
861	0.3154819847
862	0.3153643486
863	0.3152601019
864	0.3151339452
865	0.3149875304
866	0.3148619823
867	0.3147775156
868	0.3147560402
869	0.3146774857
870	0.3145959968
871	0.3145338314
872	0.3143845257
873	0.3143118617
874	0.3142471096
875	0.3142287643
876	0.314155383
877	0.3140965214
878	0.3140362036
879	0.3138812465
880	0.3137942366
881	0.3137404178
882	0.3136411922
883	0.3135439446
884	0.3134999724
885	0.3134277648
886	0.3133399724
887	0.3132428987
888	0.3132215973
889	0.3130198856
890	0.3129168127
891	0.3128014806
892	0.3126488493
893	0.3125820758
894	0.3124794593
895	0.3124350741
896	0.3123537591
897	0.3122546856
898	0.3121704362
899	0.3121168783
900	0.311983766
901	0.3119049942
902	0.31178275
903	0.3116963922
904	0.3116071217
905	0.311505353
906	0.3114272332
907	0.311311249
908	0.3112182617
909	0.3111217097
910	0.3110409381
911	0.3109465379
912	0.3108611365
913	0.3108053832
914	0.3107303282
915	0.3105629598
916	0.3104371943
917	0.3103705295
918	0.3102670001
919	0.3101782731
920	0.310138409
921	0.3100304889
922	0.309943479
923	0.3098429492
924	0.3097349422
925	0.3096216533
926	0.3095466201
927	0.3095261229
928	0.3094596971
929	0.3093879461
930	0.3093082178
931	0.3092300111
932	0.3091578905
933	0.3090641206
934	0.3089701552
935	0.30892214
936	0.308821632
937	0.3087437296
938	0.3086726088
939	0.3086013794
940	0.3085216729
941	0.3084541169
942	0.3083143533
943	0.3082138887
944	0.3080882102
945	0.3079799859
946	0.3078587633
947	0.3077228687
948	0.3076677893
949	0.3076372065
950	0.3074746635
951	0.307383089
952	0.3073211409
953	0.3071940495
954	0.3071096915
955	0.3069902947
956	0.306940345
957	0.3067842576
958	0.306695248
959	0.3066393643
960	0.3065330744
961	0.3064006142
962	0.3063337321
963	0.3061921861
964	0.3061280862
965	0.3060996988
966	0.3060307082
967	0.3059639347
968	0.3058560798
969	0.3057771992
970	0.305719468
971	0.3057061002
972	0.30566954
973	0.3056078962
974	0.3055068665
975	0.3054370282
976	0.3052881138
977	0.3052752242
978	0.3051470678
979	0.3050769686
980	0.304966875
981	0.3049015578
982	0.3048094399
983	0.3047317983
984	0.3045896003
985	0.3044747464
986	0.3044389687
987	0.3043780639
988	0.3042362789
989	0.3041795475
990	0.3040760399
991	0.3039992243
992	0.3039253865
993	0.3038259218
994	0.3037180235
995	0.3036469897
996	0.3036019958
997	0.3034576677
998	0.3033449005
999	0.3032672154
